location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare); Minors and children,Childcare employees must supervise children to ensure proper hand-washing and safe use of alcohol based hand sanitizer. Hand sanitizer should be kept out of reach of children.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food); Older adults/individuals with underlying medical conditions,Retail stores should consider dedicated shopping hours or appointment times for the elderly and medically vulnerable persons.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Public sector/government employees; Outdoor recreation or space,Parks must make hand washing stations and alcohol-based hand sanitizer readily available where able.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare),Develop drop-off and pick-up processes which stagger arrivals/departures of children and parents/guardians to avoid interaction and congregation.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Health screening,Hospitals/urgent care/emergency medical services,"Facilities must have a defined process for screening all employees and patients for symptoms of COVID-19, whether in-house or referral to another testing provider, before reinstating healthcare services including elective procedures.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare),"Day camps should attempt to divide staff and children into small groups of ideally no more than 10 people total, including children and staff. Groups should be kept consistent (no floating staff) and separated from other groups. Each group should have its own activity equipment. Campers should be kept outdoors as much as possible.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Menus must be sanitized between uses (disposable menus encouraged). No ""self-serve"" utensils or buffet style dining.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Private sector; Essential business (inclusive); Non essential business (inclusive); Manufacturers,"Manufacturing companies should stagger shifts, breaks, and meals, in compliance with wage and hour laws and regulations to maintain social distancing. If possible, have employees take breaks outside, weather permitting.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Public sector/government employees; Outdoor recreation or space,"Parks must post signage and messaging about COVID-19 and the need for social distancing, frequent hand hygiene/washing, and cloth face covering use when in public places.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food),"Retail stores must assign task management-level employees within the store (i.e. a safety officer) to monitor and enforce compliance with face-covering, distancing, and other COVID-19 safety policies.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Safer at home,Non essential workers (inclusive); Non essential business (inclusive),Employers must allow employees to work from home as much as is practical.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Isolation,Essential business (inclusive); Non essential business (inclusive); Suspected cases; Essential workers (inclusive); Non essential workers (inclusive),"Employers must require all employees who are sick or not feeling well to stay home, and employees must notify their supervisor by phone.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Churches/places of worship,"Where lines of people may form (e.g., entry, exit, receiving sacraments, veneration of religious objects, processionals) the floor should be clearly marked to delineate 6 feet distances between participants.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Isolation,Non essential workers (inclusive); Restaurants/bars,Food service workers who are sick must stay home and seek out COVID-19 testing. Suspected or confirmed cases must self-isolate at home for a minimum of 10 days from the onset of symptoms and at least three days from the resolution of fever (without the use of fever reducing medications) and the improvement of other symptoms.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Stay at home,Older adults/individuals with underlying medical conditions,People over 65 and with underlying health conditions are strongly advised to stay in their homes. They are advised to leave their homes only for essential purposes and to wear a face covering when doing so.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food); General population (inclusive),"Retail stores must develop a process for limiting the number of customers inside a store at a given time, implement one-way aisles (or other traffic patterns) if possible, and  implement pay-ahead and curbside pickup and/or delivery service options if possible.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food),Retail stores must use plastic shields or barriers between customers and clerks at service counters and clean them frequently.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare); Minors and children,"Frequently touched surfaces, including door handles, toys, chairs, tables, must be disinfected frequently. Childcare facilities must have a Safety Data Sheet (SDS) for each chemical used in the facility.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Churches/places of worship,"Places of worship must not use shared or communal religious items that require physical contact. Ex: hand-held donation receptacles, shared bibles, shared cups and plates.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
